key,text,location,screen,context,type,variables,notes
"login.api.error_2","הבקשה נדחתה.","src/app/api/auth/login/route.ts:52","כניסה למערכת — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","","same text also at: src/app/api/auth/logout/route.ts:15, src/app/api/companies/[id]/crm-documents/route.ts:58, src/app/api/companies/[id]/route.ts:58 (+22 more)"
"companies.api.error_1","יובאו יותר מדי מסמכים. נסו שוב מאוחר יותר.","src/app/api/companies/[id]/crm-business/route.ts:41","ספקים/לקוחות — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","","same text also at: src/app/api/companies/[id]/crm-documents/route.ts:32"
"companies.api.error_2","נדרשת התחברות.","src/app/api/companies/[id]/crm-documents/route.ts:59","ספקים/לקוחות — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","","same text also at: src/app/api/companies/[id]/route.ts:61, src/app/api/companies/route.ts:97, src/app/api/crm/sync/route.ts:29 (+18 more)"
"companies.api.error_3","החברה לא נמצאה.","src/app/api/companies/[id]/crm-link/route.ts:24","ספקים/לקוחות — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","","same text also at: src/server/ai/tools/companies.ts:74, src/server/ai/tools/companies.ts:188, src/server/companies/companies.ts:164 (+2 more)"
"companies.api.error_4","לא הצלחנו לבדוק אם החברה כבר קיימת ב-Fireberry. נסו שוב.","src/app/api/companies/[id]/crm-link/route.ts:58","ספקים/לקוחות — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"reports.companies_excel.report_1","ייצוא","src/app/api/companies/export/route.ts:23","ספקים/לקוחות → ייבוא/ייצוא Excel","תווית / כותרת בדוח","report","","same text also at: src/server/companies/excel.ts:224"
"reports.companies_excel.report_2","קבוצה","src/app/api/companies/export/route.ts:27","ספקים/לקוחות → ייבוא/ייצוא Excel","תווית / כותרת בדוח","report","",""
"reports.companies_excel.report_3","חברות","src/app/api/companies/export/route.ts:35","ספקים/לקוחות → ייבוא/ייצוא Excel","תווית / כותרת בדוח (אחת מגרסאות טקסט מותנות)","report","",""
"companies.api.other_1","xtra-sign-תבנית.xlsx","src/app/api/companies/import/route.ts:19","ספקים/לקוחות — הודעות שרת","שם קובץ להורדה","other","",""
"companies.api.error_5","לא נבחר קובץ.","src/app/api/companies/import/route.ts:43","ספקים/לקוחות — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"companies.api.error_6","הקובץ גדול מדי.","src/app/api/companies/import/route.ts:46","ספקים/לקוחות — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"companies.api.error_7","נוצרו יותר מדי רשומות. נסו שוב מאוחר יותר.","src/app/api/companies/import/route.ts:55","ספקים/לקוחות — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","","same text also at: src/app/api/companies/route.ts:36"
"companies.api.error_8","סוג לא תקין.","src/app/api/companies/route.ts:45","ספקים/לקוחות — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"crm.api.error_1","הסנכרון בוצע לאחרונה. נסו שוב מאוחר יותר.","src/app/api/crm/sync/route.ts:17","CRM (Fireberry) — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"crm.api.error_2","הסנכרון נכשל בצד השרת.","src/app/api/crm/sync/route.ts:31","CRM (Fireberry) — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"templates.crm_import.error_1","יובאו יותר מדי תבניות. נסו שוב מאוחר יותר.","src/app/api/crm/templates/route.ts:36","תבניות → ייבוא תבנית מ-CRM","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"mail.daily_digest.other_1","פג תוקף קישור החתימה של ""${row.title}""","src/app/api/cron/reminders/route.ts:155","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","התראה במערכת (פעמון ההתראות) — כותרת","other","${row.title}","placeholders must stay exactly as written"
"mail.daily_digest.other_2","ניתן ליצור גרסה חדשה ולשלוח שוב.","src/app/api/cron/reminders/route.ts:156","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","התראה במערכת (פעמון ההתראות) — גוף ההתראה","other","",""
"mail.daily_digest.email_body_4","ממתינים לחתימה כבר ${FIRST_REMINDER_AFTER_DAYS} ימים ומעלה (${unsigned.length})","src/app/api/cron/reminders/route.ts:270","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","כותרת מקטע במייל","email_body","${FIRST_REMINDER_AFTER_DAYS} | ${unsigned.length}","placeholders must stay exactly as written"
"mail.daily_digest.email_body_5","נשלח לפני ${days(r.sentAt)} ימים","src/app/api/cron/reminders/route.ts:270","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","טקסט בגוף המייל","email_body","${days(r.sentAt)}","placeholders must stay exactly as written"
"mail.daily_digest.email_body_6","קישורים שיפוגו בשבוע הקרוב (${expiring.length})","src/app/api/cron/reminders/route.ts:271","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","כותרת מקטע במייל","email_body","${expiring.length}","placeholders must stay exactly as written"
"mail.daily_digest.email_body_7","פג בעוד ${until(r.expiresAt)} ימים","src/app/api/cron/reminders/route.ts:271","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","טקסט בגוף המייל","email_body","${until(r.expiresAt)}","placeholders must stay exactly as written"
"mail.daily_digest.email_subject_1","סיכום יומי – ${projectName}: ${total} הסכמים דורשים תשומת לב","src/app/api/cron/reminders/route.ts:274","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","נושא המייל (אחת מגרסאות טקסט מותנות)","email_subject","${projectName} | ${total}","glossary term — keep consistent: הסכמים; placeholders must stay exactly as written"
"mail.daily_digest.email_subject_2","סיכום יומי: ${total} הסכמים דורשים תשומת לב","src/app/api/cron/reminders/route.ts:274","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","נושא המייל (אחת מגרסאות טקסט מותנות)","email_subject","${total}","glossary term — keep consistent: הסכמים; placeholders must stay exactly as written"
"mail.daily_digest.email_body_8","הסכמים שדורשים תשומת לב","src/app/api/cron/reminders/route.ts:279","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","כותרת בגוף המייל","email_body","","glossary term — keep consistent: הסכמים; same text also at: src/server/mail/catalog.ts:144"
"mail.daily_digest.email_body_10","סיכום הבוקר של XTRA Sign: מה עדיין ממתין, ומה עומד לפוג.","src/app/api/cron/reminders/route.ts:280","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","טקסט בגוף המייל (אחת מגרסאות טקסט מותנות)","email_body","","glossary term — keep consistent: XTRA Sign; same text also at: src/server/mail/catalog.ts:145"
"mail.daily_digest.email_body_9","סיכום הבוקר לקמפיין ""${projectName}"": מה עדיין ממתין, ומה עומד לפוג.","src/app/api/cron/reminders/route.ts:280","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","טקסט בגוף המייל (אחת מגרסאות טקסט מותנות)","email_body","${projectName}","glossary term — keep consistent: קמפיין; placeholders must stay exactly as written"
"mail.daily_digest.email_body_1","הקישור נשלח אליך קודם לכן","src/app/api/cron/reminders/route.ts:88","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","טקסט בגוף המייל","email_body","",""
"mail.daily_digest.email_body_2","תזכורת: המסמך עדיין ממתין לחתימתך","src/app/api/cron/reminders/route.ts:94","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","כותרת בגוף המייל","email_body","","same text also at: src/server/documents/send-agreement.ts:106, src/server/mail/catalog.ts:67"
"mail.daily_digest.email_body_3","להמשך חתימה","src/app/api/cron/reminders/route.ts:96","מייל: תזכורות אוטומטיות וסיכום יומי לצוות","כיתוב כפתור / קישור במייל","email_body","","same text also at: src/server/documents/send-agreement.ts:108, src/server/mail/catalog.ts:69, src/server/projects/messages.ts:156"
"deletion.dialog.success_1","הבקשה נשלחה למנהלי המערכת.","src/app/api/deletion/route.ts:40","דיאלוג מחיקה / ארכיון","הודעת הצלחה שמוחזרת מהשרת ומוצגת למשתמש","success","",""
"deletion.dialog.error_1","הרשומה לא נמצאה.","src/app/api/deletion/route.ts:53","דיאלוג מחיקה / ארכיון","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"agreements.server.other_1","אישור חתימה - ${result.title}.pdf","src/app/api/documents/[id]/certificate/route.ts:20","הסכמים — הודעות שרת","שם קובץ להורדה","other","${result.title}","placeholders must stay exactly as written"
"agreements.server.error_1","המסמך אינו זמין.","src/app/api/documents/[id]/certificate/route.ts:34","הסכמים — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","","same text also at: src/app/api/documents/[id]/crm-upload/route.ts:34, src/app/api/documents/[id]/download/route.ts:43, src/app/api/documents/[id]/fields/route.ts:37 (+8 more)"
"agreements.crm_writeback.error_1","יותר מדי בקשות. נסו שוב מאוחר יותר.","src/app/api/documents/[id]/crm-upload/route.ts:17","הסכם → העלאה / עדכון ל-CRM","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"agreements.server.error_2","יותר מדי פעולות. נסו שוב מאוחר יותר.","src/app/api/documents/[id]/lifecycle/route.ts:17","הסכמים — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"agreements.server.error_3","פעולה לא תקינה.","src/app/api/documents/[id]/lifecycle/route.ts:42","הסכמים — הודעות שרת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"agreements.remind.error_1","נשלחו יותר מדי תזכורות. נסו שוב מאוחר יותר.","src/app/api/documents/[id]/remind/route.ts:19","הסכם → תזכורת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","","same text also at: src/app/api/groups/[id]/remind/route.ts:19"
"agreements.remind.error_2","בחרו ערוץ לשליחה.","src/app/api/documents/[id]/remind/route.ts:29","הסכם → תזכורת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש","error","",""
"agreements.remind.error_3","השליחה נכשלה.","src/app/api/documents/[id]/remind/route.ts:35","הסכם → תזכורת","הודעת שגיאה שמוחזרת מהשרת ומוצגת למשתמש (ברירת מחדל כשאין ערך אחר)","error","","same text also at: src/components/SendPanel.tsx:57, src/components/settings/EmailPreview.tsx:47, src/server/reports/registration-actions.ts:215 (+3 more)"
